Username,Handle,Timestamp,Text,Replys,Retweets,Likes
Rogério Batista,@RogrioB29955888,2018-09-25T02:18:00.000Z,#Rouanet Nao,,,
Hudson - Liberdade.,@hudsonvalmor,2018-09-25T02:06:22.000Z,#rouanet não,,,
Kah,@Kah34920658,2018-09-25T02:03:25.000Z,"Em resposta a 
@BolsonaroprNews
#RouanetNao anitta #Rouanet Nao #RouanetNão #RouanetNao #Bolsonaro17 #Bolsonaro17",,,
Samuel Neves,@sam27neves,2018-09-25T02:01:46.000Z,"#Rouanet Nao , nunca mais
3",,,3
Roger,@Rogeriodrr,2018-09-25T01:57:21.000Z,"Em resposta a 
@SMCristalina
#Rouanet Nao",,,
Eduardo Barroso,@eduardobbarroso,2018-09-25T01:32:44.000Z,"#Rouanet Nao, Bando de aproveitadores do dinheiro do contribuinte!
2",,,2
Lilian Fonseca,@lilianmdamico,2018-09-25T01:31:19.000Z,"#Rouanet Nao
Chega dessa pouca Vergonha. Chega de usar O NOSSO DINHEIRO para financiar essa festa em detrimento da saúde, segurança e educação.  Chega desse lixo. Abaixo a rede Globo e seu lixo de programação.
1
3",1,,3
alan silva mendes,@alanmendes30,2018-09-25T01:26:03.000Z,"#Rouanet Não qro ver estes mesmos artista fzd campanha de investimento na saúde , e educação
1
2",,1,2
Ronivan,@Ronivan22977634,2018-09-25T01:23:57.000Z,"O melhor de tudo e ver esses vagabundos todos tremendo de medo de perder a mamata #Rouanet Nao
1
2",,1,2
Gel_Brito,@GelBrito_DiZion,2018-09-25T01:20:13.000Z,"A extinção da lei #RouanetNão #Rouanet muito artista vá ter q trabalhar. A lista dos artistas que receberam ou iriam receber dinheiro público e grande #EleSim #EleSempre #BolsonaroPresidente #EstamosComBolsonaro 
@jairbolsonaro
 17
1",,,1
Marcos Serafim,@marcossserafim,2018-09-25T00:34:17.000Z,"Ratinho mostra ao vivo os milhões que a tal lei #Rouanet do governo da esquerda oferece para os ""Artistas"" Brasileiros... Uma vergonha!  E ainda sai do nosso bolso por isso eles estão… https://instagram.com/p/BoIQ5JTBFWU/?utm_source=ig_twitter_share&igshid=lphmq1atywzn…",,,
Ronaldo David Ruas,@ruas_ronaldo,2018-09-25T00:31:53.000Z,#Rouanet Nao,,,
iran garcia,@irangarcia7,2018-09-25T00:21:15.000Z,"#Rouanet NÃO
1",,1,
Wagner Beauty,@WagnerBeauty2,2018-09-25T00:18:40.000Z,#Rouanet Nao,,,
NixoN,@dannynixon,2018-09-25T00:17:48.000Z,"#Rouanet Nao
1",,1,
RT,@jnrpaes,2018-09-25T00:16:32.000Z,#Rouanet Nao,,,
Mreginams,@Mreginams2,2018-09-25T00:15:50.000Z,#Rouanet Nao,,,
Marco Antônio ᶜʳᶠ,@marcosindra,2018-09-25T00:15:23.000Z,"Essa turma de vagabundos que estão com esse desafio de #EleNao , estão com medo de perder a teta da lei #Rouanet pra mamar. Quero ver se eles tem coragem de fazer um show ou uma peça de teatro em uma favela? #EleSim #Bolsonaro17 #BolsonaroPresidenteno1ºturno #RouanetNão
1",,,1
Helena L O Sundfeld,@HSundfeld,2018-09-25T00:08:48.000Z,"#Rouanet
1",,,1
Elaine Martins,@elainepereiram3,2018-09-25T00:02:12.000Z,#Rouanet geralmente esses artista já tem muito patrocínio e mesmo assim tem coragem de pegar esse dinheiro que poderia ser usado para benefício da população !!!,,,
Aureliano Ferrari,@AurelianoFerra1,2018-09-25T00:00:39.000Z,"#Rouanet Chega de farra de artista regada a dinheiro público#Rouanet não
1
3",,1,3
MARCO_RIO5,@marco_rio5,2018-09-24T23:59:56.000Z,"#Rouanet Não.  Vão trabalhar Bando de mamadores das Tetas do Governo. Dinheiro bom é dinheiro honesto, fruto do trabalho justo e não dinheiro roubado
2
19",,2,19
Tamar Gueiros,@GueirosTamar,2018-09-24T23:59:14.000Z,"Chega de #Rouanet
Patricia Ribeiro
@Pattyy_Ribeiro
 · 24 de set de 2018
URGENTE!!Para onde vai o nosso dinheiro?? Viralizem na internet #rouanetnão  Aos artistas: “Nunca mexa em casa d marimbondos se não aguenta as ferroadas”.Detalhe, ainda falta dinheiro para saúde e educação. Eu desafio os artistas a devolverem o montante recebido indevidamente!
Mostrar esta sequência
1
1",,1,1
Jarbas Magave,@JarbasMagave,2018-09-24T23:58:59.000Z,#Rouanet não,,,
Aline Peixoto,@AlinePe49070938,2018-09-24T23:54:46.000Z,#Rouanet Não,,,
Nilza,@Nilza21684263,2018-09-24T23:50:12.000Z,#Rouanet Não,,,
Patricia Alves Dos Santos,@Patrici31284848,2018-09-24T23:40:12.000Z,"Em resposta a 
@jairbolsonaro
#EleSim #EleSimBolsonaro17 #RouanetNao anitta #Rouanet Nao #Bolsonaro17
1",,1,
rivail bezerra,@rivadenizard,2018-09-24T21:39:00.000Z,"#Rouanet Nao artista só estão preocupados com o seu bolso
1
2",1,,2
Deusliro Dantas,@deusliro,2018-09-24T21:38:15.000Z,"Em resposta a 
@MBLivre
Eu sei ganhando dinheiro da lei #Rouanet E sendo financiados pelo #PT pra ficar do lado deles, o 
@LulaOficial
 mentiu para o Brasil o tempo todo e eles sabiam, mas pra que falar se estão ganhando muito com esse governo? Eles não querem o bem do país querem o bem deles.
5",,,5
maria beatriz dalsas,@mariabeatrizdal,2018-09-24T21:37:59.000Z,"Em resposta a 
@MBLivre
#ROUANET NÃO... AO POVO É TRAIÇÃO",,,
Reginaldo Storto,@registorto,2018-09-24T21:37:13.000Z,#Rouanet Nao,,,
Gabriel,@GabrielHitz91,2018-09-24T21:20:39.000Z,"#Rouanet tem é que ser corrigida. Pra que não sirva apenas como verba de marketing de empresas gigantescas que só apoiam cantores famosos pra promover sua marca, e esquece o artista pequeno, desconhecido, que precisa de verdade do apoio pra sobreviver.
2
3",,2,3
Marilia Keunecke,@KeuneckeMarilia,2018-09-24T20:46:02.000Z,"Em resposta a 
@claudioedantas
#Rouanet não",,,
Marilia Keunecke,@KeuneckeMarilia,2018-09-24T20:43:03.000Z,"Em resposta a 
@MomentsBrasil
#Rouanet não ‘",,,
Calvin Treze,@sCalvinT,2018-09-24T20:40:45.000Z,"Aí vejo gente véia do rock, que tá ligada em como funcionam leis de incentivo, falando que a #Rouanet financia artistas renomados com dinheiro público.
#épracairocudabunda
1",,,1
Marilia Keunecke,@KeuneckeMarilia,2018-09-24T20:38:52.000Z,"Em resposta a 
@VEJA
#Rouanet  não !",,,
Marilia Keunecke,@KeuneckeMarilia,2018-09-24T20:29:25.000Z,"Em resposta a 
@FMouraBrasil
#Rouanet não!",,,
Robson Paim,@Robson_paim15,2018-09-24T20:22:42.000Z,"Com medo de perder patrocínio da lei #Rouanet. Ainda bem que artista não muda eleição.
Anitta
@Anitta
 · 23 de set de 2018
Fui desafiada pela @danielamercury a apoiar a #EleNao . Eu sou a favor da democracia e também não apoio a corrupção e o oportunismo. Agora desafio @ivetesangalo @ClaudiaLeitte e @PretaGil
1
4",1,,4
andre rodrigues,@andrerodrigue36,2018-09-24T20:21:44.000Z,"#Rouanet. Esses artistas globais nunca se posicionaram quando o país chegou a milhões de desempregados. Esses artistas nunca fizeram músicas de  protesto contra a corrupção no país. Agora querem manipular seus fãs e fortalecer a esquerda corrupta. #hipocrisia não
2
13",,2,13
Fé e Determinação,@DeterminacaoE,2018-09-24T20:14:41.000Z,"#Rouanet Não!
1",,,1
@pocahontas,@pocahontas,2018-09-24T19:50:49.000Z,"#rouanet #roubanetnao #cultura #educação #humanas #bolsonarosim #chegademanipulação #midiaesquerdista
#comunismonão #aquinãoévenezuela #aquinãoécuba #meupartidoéoBrasil
m.facebook.com
Bruno Kal-el Barroso
LEI ROUANET x BOLSONARO x ARTISTAS x #ELENAO Qual a relação dos artistas cobtra Bolsonaro neste movimento #elenao? Entenda o porque.Compartilhe este vídeo. #ciro #haddad #marina #bolsonaro...",,,
Francisco Pimentel,@Francis62307926,2018-09-24T19:48:58.000Z,"#rouanet nao,  chega de dar dinheiro pra vagabundo, vao trabalhar",,,
Francisco Pimentel,@Francis62307926,2018-09-24T19:48:19.000Z,#rouanet nao,,,
Swb,@ilovesertanejo,2018-09-24T19:16:53.000Z,"Capitão recebeu Carlos Verezza.
Esse não precisa de lei #Rouanet e puxar saco da Globo https://facebook.com/wilza.souza.39/videos/1859494594164080/…
1
3",,1,3
Nicce Cunha Silva,@NicceCunha,2018-09-24T19:04:06.000Z,#Rouanet#RouanetNãoNão,,,
' Lélya Carolina = Carol,@karoll78,2018-09-24T18:35:31.000Z,"Um monte de analfabeto dizendo #naoALei #rouanet, sem nem saber o que significa.  A mídia tá deixando o povo louco mesmo.",,,
Nuria Mendonça Diniz,@airunnew,2018-09-24T18:28:42.000Z,"Em resposta a 
@flavio_eh
se eu tbm ganhasse milhões como vcs pela #Rouanet tbm faria o mesmo... cambada de sangue suga!!",,,
Maria Jose Alves de,@DeMajujalves,2018-09-24T18:26:01.000Z,#Rouanet Não,,,
Marla Arena.,@marlaarena_,2018-09-24T18:21:37.000Z,"Só pra saber, 
@ponchohd
 E 
@DUALIPA
 também se beneficiam com a lei #Rouanet ? porque eles também são #elenao",,,
Brazilian in the United States,@RenatoDasilvab9,2018-09-24T18:11:16.000Z,#Rouanet nao,,,
Leonardo Bernardo,@leocmbernardo,2018-09-24T18:11:00.000Z,Acredito que a lei #Rouanet nunca foi usada para beneficiar quem de fato precisa. Por isso eu também estou com #bolsonaro17 e #RouanetNão,,,
Évelyn CGPLeon,@EVELYNCGPL,2018-09-24T18:04:36.000Z,"Decepção!!! Total!!! Quando pensei que ela nos surpreendia mais uma vez... pensando e agindo diferente... além das correntes da #Rouanet ... eis que ela se torna mais uma! Você não precisa disso 
@Anitta
 ... medo de perder fãs, medo de perder o $$?!?!
1",,,1
#CriminalizaComunismoBrasil 在巴西將共產主義定為刑事犯罪,,2018-09-24T17:56:04.000Z,"Em resposta a 
@henriquelorezo
Você já entendeu:
#KitGay Haddad
#Rouanet Artistas
#ORCRIM Centrão
#CoronelismoChines Ciro Gomes 
#ForoDeSãoPaulo (URSAL) Todos #EleNão",,,
#CriminalizaComunismoBrasil 在巴西將共產主義定為刑事犯罪,,2018-09-24T17:55:22.000Z,"Em resposta a 
@JustCarol10
Você já entendeu:
#KitGay para crianças.. Haddad
#Rouanet Artistas
#ORCRIM Centrão
#CoronelismoChines Ciro Gomes 
#ForoDeSãoPaulo (URSAL) Todos #EleNão",,,
Josiane Lopes,@prajosiane,2018-09-24T17:54:41.000Z,"#Elenao com a grana da #Rouanet é fácil! Difícil é dizer #Elesim sabendo q a mamata vai acabar! povo q ñ sabe o q é PG boleto atrasado!
Esse povo não representa o q o Brasil realmente precisa mudar! 
*Fonte site de transparência da Lei Rouanet http://rouanet.cultura.gov.br
#RouanetNao
QG da Anitta  e Claudia Leitte
2
16",,2,16
Portal iG,@iG,2018-09-24T14:44:54.000Z,#Bolsonaro responde a manifesto assinado por #artistas com ataques à Lei #Rouanet → http://bit.ly/2IcKnkv,,,
Críssia Mábily,@crissia1,2018-09-24T13:38:02.000Z,"Sim,  essa frase é de um grande artista mesmo!
Ainda temos um tiquinho de decência #rouanet",,,
Victor Sanglard,@SanglardVictor,2018-09-24T12:19:05.000Z,"Em resposta a 
@SMCristalina
Ele não Pq vai tirar a teta que vc e sua turminha estão mamando a anos! #caradepau #rouanet #vai #acabar e ainda responderão por uso indevido de dinheiro público..",,,
Gil Coleman,@Gilcoleman,2018-09-24T11:20:25.000Z,"Em resposta a 
@VEJA
 e 
@lobaoeletrico
.Notáveis?! Maconheiros, depravados, aproveitadores  da #Rouanet #EuVotoBolsonaro17 #MulheresComBolsonaro #Bolsonaro2018 ",,,
Brida,@msantiago_lima,2018-09-24T10:39:14.000Z,"Por isso esse ""artistinhas"" de merda são contra #bolsonaro e ficam fazendo manifesto. Canalhas da #rouanet. #Bolsonaro17EleitoNo1ºturno #Bolsonaro
Carlos Bolsonaro
@CarlosBolsonaro
 · 23 de set de 2018
Tudo sempre fez sentido! E ainda dizem que ele não entende de economia! twitter.com/jairbolsonaro/…",,,
Elias Souza,@eliasgtsouza,2018-09-24T10:12:24.000Z,"Na condução das questões humanas não existe lei melhor do que o autocontrole.
by #LaoTsé
fora #Rouanet",,,
Maah(LulaéLadrão),@LohanaMara,2018-09-24T08:34:41.000Z,"#Elasnaonosrepresentam Desafio 
@luanapiovanii
, 
@Anitta
 @danielamercury
 a doarem 
R$1 milhão de reais, dinheiro que já receberam da lei #rouanet 
@rouanet
 para alguma escola ou um hospital 
@ladyfontenelle
 @ratinhodosbt
 @eduardocosta
 @DaniloGentil
 #Elasnaonosrepresentam #RouanetNao
3",,,3
MARILIA DE LIMA,@eumariliadelima,2018-09-10T16:35:18.000Z,"Curso de elaboração de projetos, Lei Rouanet e Proac Edital e ICMS - Presencial em São Paulo - Em outubro - Acesse o link e garanta sua vaga com desconto. #rouanet #cultura #produtorcultural #arte #projetos
youtube.com
ELABORAÇÃO DE PROJETOS , LEI ROUANET, PROAC
CURSOS PRESENCIAIS EM SÃO PAULOElaboração de projetos culturais e sociais, Lei Rouanet e Proac Edital e ICMS Captação de RecursosPRÓXIMA DATA - janeiro - peç...",,,
Fco_leandro,@Leandro_011276,2018-09-09T10:13:59.000Z,"Em resposta a 
@pablovillaca
Que medo de zerar créditos da #rouanet
1",1,,
Luiz Fujita Jr,@luizfujitajr,2018-09-04T22:12:40.000Z,"Pra imprimir, levar em eventos sociais e economizar língua. https://www1.folha.uol.com.br/ilustrada/2016/06/1781532-o-que-saber-para-nao-passar-vergonha-ao-discutir-lei-rouanet-na-internet.shtml… #rouanet #cultura
2",,,2
Thiago Aneh,@ThiagoAneh,2018-09-04T21:24:54.000Z,Essa lei #Rouanet é um lixo.. https://facebook.com/story.php?story_fbid=2336198403062047&id=100000157314391…,,,
Brasil CorruPTo,@BrazilCorruPTo,2018-09-04T14:48:23.000Z,#Rouanet Dinheiro para artista meter o dedo no fiofó do outro tem (Macaquinhos) .... para o Museu Nacional governos petistas não tinham dinheiro. https://facebook.com/1717790985166990/posts/2228859500726800/…,,,
Brasil CorruPTo,@BrazilCorruPTo,2018-09-04T14:38:42.000Z,#rouanet #museunacional  Governos petistas destruiram nossa história. https://facebook.com/1717790985166990/posts/2228855977393819/…,,,
Brasil CorruPTo,@BrazilCorruPTo,2018-09-04T14:36:07.000Z,#rouanet #museunacional  Governos petistas destruiram nossa história.,,,
AnaLip,@LipovyskiAna,2018-09-04T13:08:50.000Z,"Já levou um estabaquinho maneiro...#pinkmoneyEOCu #Rouanet #dindimDoMinisterioCultura
1
1",,1,1
raphaella56,@raphaella56,2018-09-04T12:57:35.000Z,"Em resposta a 
@vitorrnaves
 e 
@thaisheredia
@eduardopaes_ construiu 
@museudoamanha
 porque eram verbas diferentes,petezada reclama porq c/restrição de verbas c/ a PEC não poderão continuar c/ oba-oba da #rouanet p amiguinhos artistas q estão longe de precisar dessa verba!UFRJ teve aumento nas verbas e ñ administra de acordo
1
1",1,,1
Betho com TH,@Sangue_Latino,2018-09-03T15:38:22.000Z,"#FaçaUmPedido...
       Sejamos #MutuosSeguidores. 
                              #ReciproCIDADE: Bom pra ambos.

#SegundaDetremuraSDV
#Biólogo ou não...
#Rouanet
Corpo de Bombeiros
#LutoMuseuNacional
2",,,2
Murilo Mesko,@murilomesko,2018-07-28T20:36:55.000Z,"Mais uma obra financiada pela lei #rouanet apoiada pelo governador do estado de #sc, aprovada pelo #inmetrosc  ""quem quer faz n espera!"" Já tá  funcionando, pq já tá dando briga! ",,,
Cibele Martins,@cibelems23,2018-07-18T13:11:23.000Z,"Orquestra na Mídia

Concerto da Orquestra em Assis é destaque no site Paraguacity.  

#violino #inclusaosocial #nossaorquestrasc #musica #musicaclassica #orquestrasantacruztransformandovidas #orquestra #orquestranamidia #rouanet #curtocircuitomusical...
paraguacity.com
Concerto da Orquestra de Câmara Santa Cruz é sucesso de público em Assis
Jovens apresentaram segundo concerto do Projeto Curto Circuito Cultural",,,
Cibele Martins,@cibelems23,2018-07-17T21:04:52.000Z,"Orquestra na Mídia

Site Assiscity publica matéria do concerto da Orquestra em Assis

#violino #inclusaosocial #nossaorquestrasc #musica #musicaclassica #orquestrasantacruztransformandovidas #orquestra #orquestranamidia #rouanet #curtocircuitomusical...
assiscity.com
Concerto da Orquestra de Câmara Santa Cruz é sucesso de público em Assis
Jovens apresentaram segundo concerto do Projeto Curto Circuito Cultural",,,
Nelio Junior,@nelin_jr,2018-07-15T15:15:53.000Z,"Em resposta a 
@danielamercury
#rouanet
Pronto! já acabei com seu argumento.",,,
Cibele Martins,@cibelems23,2018-07-13T10:00:09.000Z,"Orquestra na Mídia

Concerto em Assis foi destaque no site Santa Cruz News.

#nossaorquestrasc #concerto #cinemainconcert #cinema #musica #orquestra #rouanet #curtocircuitomusical #orquestranamidia #inclusaosocial
santacruznews.com.br
Orquestra de Câmara Santa Cruz faz 2º concerto do Curto Circuito Musical
Santa Cruz News: O primeiro e mais tradicional Portal de Notícias de Santa Cruz do Rio Pardo. Tudo sobre Santa Cruz do Rio Pardo e Região. Acesse!",,,
WM NewsEntertainment,@WanMachWM,2018-05-24T09:04:13.000Z,"RT 
@Wanlennon
 @ValverdeBr
 @AnaBiapax
 

Mamaram, mamaram, agora q secaram as tetas da #Rouanet pulam fora! Quem disse q eles eram petistas, lulistas e dilmistas? Eram mercenários, achacadores do dinheiro público! Só! 
@WagnerMouraReal
 @LSabatella
 vão mamar no saco do Fidel em Cuba!
Paula Moreno
@PMorenoB
 · 23 de mai de 2018
É gentinha bem escória mesmo... esperar o quê? Lealdade? Essa gente não acredita em nada, só seguem o dinheiro, o poder, as vantagens!
@FlavioXSid @limaynardes @GregWall2018 @ramir_lima @mfmMimi  @Manipulite76 @oofaka @TonyII_1960 @MarcosA05996429 @tigermanbr  @levantebrasil
2",,,2
Fco_leandro,@Leandro_011276,2018-05-21T13:54:55.000Z,"Em resposta a 
@aguinaldaosilva
Tds atrás da #rouanet",,,
Ney Gomes,@neygms,2018-05-04T02:10:06.000Z,"Ridículo o vídeo do #portasdosfundos, ""Traficante Gospel"". Mais uma vez eles gastam o dinheiro da lei #Rouanet com canhões que apontam para inimigos errados!",,,
Carol Annecchini,@carolannecchini,2018-05-03T13:52:21.000Z,"Em resposta a 
@republica_ctba
Acabou a mesada #rouanet 
Chora não, coleguinha!",,,
cleide,@klad77L,2018-04-27T16:15:58.000Z,Por que a lei #Rouanet não ajuda artistas de rua que vão nas escolas fazer apresentação de teatro para conscientizar os jovens sobre as as consequências das drogas?! #acordabrasil,,,
Aloisio,@JAloisioSoares,2018-04-25T13:44:17.000Z,"#Globo #Ancelmo. Ñ é q #FHC poderá captar qse 1 milhão 300 mil da abominável Lei #Rouanet? P/ a sua Fundação atualizar a #exposição sobre o #Real? Verba pública indo pro ralo p/ promoção do ex-presidente. Político sempre mamando na #teta do #governo. Que inveja hein, #Lula?",,,
Cultura Livre,@cultlivre,2018-04-18T14:19:10.000Z,#culturaLivreProjetosculturais #CulturaLivreProduções #Cultura #Educação #Esportes #ProjetosIncentivados #MonteiroLobato #DiadeMonteiroLobato #18deabril #Rouanet #ProjetosIncentivados #literatura #livros,,,
San Remo,@velhonarede,2018-04-18T12:21:33.000Z,"Para intelectualóides da esquerda festiva alcoólatra do Baixo Gávea, é muito importante esse posicionamento político. Afinal, no Ocaso Artístico, qualquer trocado de $$$ público da #Rouanet, é valor inestimável para garantir ostracismo tranquilo. https://twitter.com/luciamoura00/status/986577693058662400…
Este Tweet não está disponível.",,,
FLÁVIO FERRER L.A,@BananeiraF,2018-03-29T16:53:06.000Z,"A Lei #Rouanet agora, só vai para filmes #Pornôs>>>> Pensou só; "" moura & mineirinho, frota & bozonazi saindo juntinhos do #ARMÁRIO"", a #glóbulo tentaria abafar o #Causo>>>> rsrsrrsrrs
DCM ONLINE
@DCM_online
 · 29 de mar de 2018
VÍDEO: Bolsonaro quer Alexandre Frota como ministro da Cultura https://diariodocentrodomundo.com.br/essencial/video-bolsonaro-quer-alexandre-frota-como-ministro-da-cultura/?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1522293319…
1",,,1
Christian Heit,@HeitChristian,2018-03-25T00:39:11.000Z,"ah, não pearl jam em campanha contra armas de fogo só pode ser coisa da #lei #rouanet risos lunáticos
7",,,7
jose carlos de olive,@jcoliver38,2018-03-21T08:41:12.000Z,"Vai da teu curso viola artístinha vermelho.#rouanet internaional
Jornal O Globo
@JornalOGlobo
 · 21 de mar de 2018
Viola Davis homenageia Marielle e Anderson: 'Estou lutando com vocês, Brasil' https://glo.bo/2pqDlj4",,,
Fco_leandro,@Leandro_011276,2018-02-13T10:25:59.000Z,"Em resposta a 
@gleisi
Com $$$ #rouanet é fácil libertar
1",,,1
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2018-02-12T15:03:55.000Z,"#Rouanet financiando porcaria de carnaval 
@CulturaGovBr
O Diário Nacional
@ODNacional
 · 12 de fev de 2018
Carnaval do Rio teve direito a captar R$ 55 milhões da Lei Rouanet http://odiarionacional.org/2018/02/12/carnaval-do-rio-teve-direito-a-captar-r-55-milhoes-da-lei-rouanet/…",,,
MARILIA DE LIMA,@eumariliadelima,2018-02-09T16:03:50.000Z,Para realizar seu projeto o importante é ter vários planos e não somente ficar refém de uma lei de incentivo ou edital. O objetivo de escrever um projeto é realizá-lo e não somente colocar no papel. #projetos #eventos #leiincentivo #rouanet #editais #capt…https://lnkd.in/dAGTTYS,,,
Eliel Ventura,@eliellventura,2018-02-07T15:54:20.000Z,#inversaodevalores #saúde #prioridade #brasilia #medicine #lei #rouanet em Patriota 51 Viana Es https://instagram.com/p/Be5rbb1lT7X/,,,
(((Louise Berber ))),@Louisedescourt,2018-02-02T22:54:35.000Z,"Em resposta a 
@JeromeBourbon
 e 
@SOS_Psychiatrie
Grossièreté intellectuelle ! Votre pensée est grasse et visqueuse .. vous confondez les israéliens et les juifs mon grand ! Vous devriez fréquenter des personnes plus éduquées que les peintres en bâtiments reconvertis dans les tags antisemites #Rouanet",,,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2018-02-02T11:49:55.000Z,"@marciatiburi
 ate tu #Rouanet
Caneta Desesquerdizadora
@Desesquerdizada
 · 2 de fev de 2018
Além de receber mais de R$ 162 mil de estatais para palestrar sobre ""ética"" e outros temas, Márcia recebeu R$ 108 mil reais por meio da Lei Rouanet.
http://ilisp.org/noticias/filosofa-defensora-de-assaltos-tambem-recebeu-r-108-mil-via-lei-rouanet/…",,,
Ana Gauna,@amgauna,2018-01-30T21:04:31.000Z,Nova instrução normativa da Lei #Rouanet garante virada em 2017 https://abgc.org.br/nova-instrucao-normativa-da-lei-rouanet-garante-virada-em-2017/…,,,
VR Projetos Culturais e Educacionais,@vrprojetos,2017-12-29T12:30:17.000Z,"HOJE É O ULTIMO DIA DO ANO PARA DESTINAR PARTE DO SEU IMPOSTO DE RENDA A UMA AÇÃO DO BEM
Confira reportagem do 
@OGlobo_Rio
 em que o advogado 
@DRRENATOPAIXAO
 Idealizador do I.R. do BEM explica como pagar menos IR e ser Solidário. #Rouanet #IssoMudaoBrasil
https://oglobo.globo.com/economia/saiba-como-doar-parte-do-imposto-de-renda-para-instituicoes-sociais-22234228…",,,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-12-27T10:56:53.000Z,"O que aconteceu com o assalto á #Rouanet?? Devolverem  $$$$$$$$$ ?? 
@DepSostenes
 @MPF_PGR
 @anaamelialemos
 @ronaldocaiado
 @onyxlorenzoni
 a sociedade quer saber pois não tolerados mais corrupção impunidade q mata descaradamente https://twitter.com/OsvladPereira/status/940537941138595840…
Este Tweet não está disponível.",,,
Ney,@neydux17,2017-12-27T09:59:56.000Z,"Como pode Pablo Vittar ser ""eleito"" o melhor cantor de 2017,e ainda receber 5 milhões pela lei #Rouanet,É vergonhoso #ComoPode 
@pabllovittar",,,
Everaldo_Sanzon,@everaldo_sanzon,2017-12-26T20:23:48.000Z,...Isso sim vale uma ajudinha da LEI #Rouanet rsr https://fb.me/8ip1x81Fy,,,
Hudson Almeida,@hudsonpb,2017-12-25T14:55:58.000Z,"Lei #rouanet irá repassar 5 milhões em 2018, para #pablovittar . 
.
.
Não pode ser real, deixe… https://instagram.com/p/BdIRxkSF0x2/",,,
Adoro Rúcula,@EvandroMqt,2017-12-19T09:57:31.000Z,"Em resposta a 
@folha
e agora? vão dizer q o U2 recebe pela #ROUANET? 
@xicosa
 @aeciodepapelao
 @ConversaAfiada
 @jose_simao
 @mdenser
 @flaviogomes69",,,
Adoro Rúcula,@EvandroMqt,2017-12-19T09:56:57.000Z,"e agora? vão dizer q o U2 recebe pela #ROUANET? 
@xicosa
 @aeciodepapelao
 @ConversaAfiada
 @jose_simao
 @mdenser
 @flaviogomes69
 https://twitter.com/FatosNacionais/status/942924555856826370…
Este Tweet não está disponível.",,,
Adoro Rúcula,@EvandroMqt,2017-12-19T09:54:35.000Z,"e agora? vão dizer q o U2 recebe pela #ROUANET? 
@xicosa
 @aeciodepapelao
 @ConversaAfiada
 @jose_simao
 @mdenser
 https://twitter.com/FatosNacionais/status/942924555856826370…
Este Tweet não está disponível.",,,
Jacinto Penna (Phoda-se Oficial),@jacinto1rego,2017-12-18T20:01:17.000Z,"Em resposta a 
@JqTeixeira
Vô 
@JQTEIXEIRA
, se estivesse pelado, com um pepino enfiado no cu e de mão dada com uma criança de 5 anos, ganhava uma grana da Lei #Rouanet
1",,,1
Fco_leandro,@Leandro_011276,2017-11-29T08:56:49.000Z,"Empréstimo para pagar atrasados 'emperra', Pezão procura Temer e servidores planejam protestos via 
@UOLNoticias
 @UOL
  https://noticias.uol.com.br/politica/ultimas-noticias/2017/11/28/apos-emprestimo-para-pagar-servidores-emperrar-atraso-do-13-de-2016-chega-a-quase-1-ano-e-pezao-volta-a-brasilia.htm… FAZ VIA #ROUANET 
@LFPezao",,,
Gabriel Vaz,@vaz_sh,2017-11-28T20:46:33.000Z,"Passo 6: Feito
Cancelar #Santander depois de #16anos de relacionamento

#Rouanet #pedofilia ainda é #crime
1",,,1
Fco_leandro,@Leandro_011276,2017-11-25T22:49:08.000Z,"Em cerimônia para 500 pessoas, Fábio Porchat se casa e chora no altar https://tvefamosos.uol.com.br/noticias/redacao/2017/11/25/em-cerimonia-para-500-pessoas-fabio-porchat-se-casa-e-chora-no-altar.htm… via @UOLEntrete 
@UOL
 #rouanet
1",,1,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-11-24T20:54:46.000Z,"Em resposta a 
@UOL
nosso uma ova....#Rouanet devolva os $$$$$$$$$$$$$$$$$$$$ mamata q vcs querem
1",,,1
Fco_leandro,@Leandro_011276,2017-11-15T03:49:31.000Z,"Em resposta a 
@OdeCarvalho
 e 
@niloborgna
Está achando q justiça é #MinC e processo é projeto lei #rouanet
4
8",,4,8
Alexandre Ataíde,@movimentoagora,2017-11-13T03:56:06.000Z,#Dança #Pauta #Festivais #Sul #Noticias #Rouanet http://encurtador.com.br/fzGNW,,,
kiks,@oyecucho,2017-11-11T13:34:13.000Z,"ódio do bem #rouanet hipocrisia eh mato
emicida
@emicida
 · 10 de nov de 2017
Eu quero mais é que Willian Wack se foda. E os arrombado que tão fazendo malabarismo pra defender a merda que ele fez que se foda junto. Só isso memo.",,,
Fco_leandro,@Leandro_011276,2017-11-11T11:58:32.000Z,"Em resposta a 
@JornalOGlobo
Tá achando q é #rouanet
1",,,1
MPF em São Paulo,@MPF_SP,2017-11-06T16:42:48.000Z,"Leia a denúncia contra 32 pessoas investigadas pela #operação #bocalivre  http://mpf.mp.br/sp/sala-de-imprensa/docs/boca-livre-denuncia_final.pdf/…
#Rouanet
2
5
8",2,5,8
